sentiment,review_body,product_category
0,Ordered my regular size large and the fit was a snug around my hips when snapped. i didn't plan on wearing it that way so that wasn't a deal breaker for me. but because i have a larger bust i felt the padding added pounds and lots of width to my frame. i also had the same issues with coloring as other reviewers. and lastly  the collar is really high and it just bugged me. so this one went back.,Jackets
0,I've been looking at this jacket on line and finally went to the store to try it on. i really liked the styling but the denim was quite stiff. i'd prefer a softer kind of fabric. i wonder if it would soften if it was washed. also  it ran surprisingly small. i usually take an xsmall or small but the small didn't leave me enough room to comfortably bend my arms. the medium worked better. i wonder how others feel about the fabric and and the sizing. i think i'll wait and see if this one goes on sal,Jackets
0,The jacket was nice and soft but it was too short on my torso with a cropped fit which i'm not a fan of that style. i returned it.,Jackets
0,Beautiful sweater coat! love that is easy to pop on & head out. i did have to go to a seamstress and have the button moved as it was to large and boxy around my waist area.,Jackets
0,I don't mind loose-fitting clothing  but to say that this product runs large is an understatement. no amount of pulling  tying  pinching could help me get this jacket to fall the way it does on the model in the photo. the arm holes are a foot in diameter for artistic purposes  and the jacket itself is meant to flow far away from the body  i guess. if you try to taper it in with the strings  then end result resembles a rounded beach ball. very disappointed  especially since the design on the fabr,Jackets
0,Looks so cute in the picture  but just didn't really look that flattering on - plus the sleeves were too tight and too long for my short arms so going back....,Jackets
1,This is a beautiful piece that can be paired with multiple ways.. the color is rich and classy,Jackets
1,This jacket is totally adorable. i wore it with a man tailored shirt with the color up and the sleeves poking out. it has a great swing to it and is very comfortable! it is sized perfectly. and i got it on sale!!!,Jackets
1,I live in los angeles and this is the perfect beginning of fall jacket! i've worn it with dresses and with jeans. definitely has enough extra room to slip a hoodie or small seater on underneath when it gets colder. it's soft and stylish. the only downside is that the pockets aren't really deep enough to put anything in.,Jackets
1,"This jacket is perfect and drapes very well. i had my eye on it online and the second i put it on  it was a ""yes"". if you are between sizes  as one reviewer mentioned  size down. it's tts but has a little extra room for me on the 2  so i sized down to 0. 5'4"" 115lbs.",Jackets
1,I purchased this in purple  and agree with previous reviewers who've mentioned that it looks more casual in person. it can be dressed up with the right accessories  though  and the fabric is really excellent quality  soft and durable. i really like the contrasting plaid back  it's a subtle but fashionable detail.,Jackets
1,I ordered my usual size-small. it is perfect because it has enough room to fit a thin shirt or turtleneck underneath when the weather is cooler. the material is very soft. looking forward to a lot of wear out of this vest.,Jackets
1,I have not owned a denim jacket of this kind in...15 years? i have a wonderful pilcro chambray jacket with a military cut from last year  but this kind of boxy  straight up denim jacket cut has not been a part of my life for a while. however  i was in a store last weekend and with the additional 25% off  i thought it might be wise to give this a try. i'm so glad i did. i've now tried it over two fairly girly dresses  with tights and booties (it's not exactly spring in boston yet)  and i love it.,Jackets
1,Really soft and perfect for work or leisure! fits a little large but ok. i usually take a small or medium (size 8 or 10) and the small in this jacket fits nicely but a little big. very comfortable. will be great for travel.,Jackets
1,This jacket is soft  a beautiful color  the perfect length  and incredibly versatile (a fleece jacket that doubles as a blazer) but i was swimming in it! i wouldn't have minded the larger size  but the sleeves looked ridiculous. i wish i'd ordered early enough to try a petite size  but i'm not sure that would've helped. sad to send this back!,Jackets
-1,I was extremely excited to receive these pants  given the two positive reviews. i'm a petite woman and have trouble finding jeans with the right proportions. i sized down from my normal size (27 to a 26) and was swimming in these pants. i would have had to go down three sizes to make these work. i'm not sure if i received a defective pair or what  but be cautious ordering these pants.,Jeans
-1,These jeans were so cute on- wore them a handful of times and they'd been washed twice. put them on and - rip! ripped right at the crotch in the front so not fixable- and on vacation no less when i had to scramble to find something else to wear. poor quality - disappointing and not what i expected from retailer. :-( they also run large even for a more relaxed fit- sized down for a good fit.,Jeans
-1,I had such high hopes  but they are just slightly off. they run a tad large  so i suggest sizing down. (i usually wear a 28 or 29  and the 28 fit nicely through the hips and thighs.)  unfortunately  the color is off- i thought they were going to be a dark midnight blue  but they are actually gray. and they have a button-fly closure which causes the pants to protrude a bit in the area where no woman wants protrusion. i will be returning them.,Jeans
-1,When i tried these on in the store i was thrilled - they were comfy as yoga pants and  the fit was divine. i thought i had found the perfect jeans and i splurged on them for my birthday. after wearing just two times they are baggy and the knees are totally bagged out  saggy and faded.  so disappointing - i want my $180 back!,Jeans
-1,The wash on these jeans made my hips look twice as big. that in combination with the looser boyfriend cut was not flattering. quality was excellent. denim was thick with the right amount of stretch. unfortunately they had to go back.,Jeans
-1,I ordered first the green  then the grey (in case the green was mismarked.)  so short!!  is this to be in keeping with the ankle pant trend??  anyone who wants a shorter pant could easily hem them. but there is no way to lengthen them.  i held the new pants up to an older pair from previous years. they are a full 2 1/2 inches shorter! wow!  note how in the photo of the golden color pants they barely skim the model's ankle. that's how they are in real life.  i wear these pants in a tall  and live,Jeans
-1,I love how these jeans look on. tts  adorable. i exchanged my first pair due to stitching coming out in the back right pocket. pair #2 -the stitching came out in the exact same place. this seems to be a problem with the quality/sewing. the fact that the stitching is gold and decorative as well as functional means it will keep unraveling until the jeans are ruined. 2nd pair has to go back. too bad.,Jeans
-1,"I agree with the other reviewer: the snaps at the ankle are a cute idea  but bad in execution. they look and feel odd when on. ---------- these fit tts  and they are soft with decent stretch. but the rise is much lower on me than other 8.5"" rise jeans i have; as a 43 year-old woman they seemed inappropriately low-hanging on me. ---------- as an aside  these will def. color transfer - there is a whole lotta rinse on these. and they have a strange chemical smell to them; not sure if that will diss",Jeans
-1,I have quite a few pairs of retailer pants and jeans. my favorites are the cords i got last year  similar to these  so when i saw this fun pair  i had to have them. i ordered both the 32 and the 33 to try on.    they are even more beautiful in person than online. and they are so  so small. it wasn't like they were a tad snug--i couldn't even get the button across to meet the buttonhole. on the 33.    i've never had a problem fitting into retailer pants before. this was an extra-depressing first time,Jeans
0,These run small. i normally wear 28 on ag stevie's and paige jeans so i ordered these in 28 and they were very tight. otherwise very well made and super cute but i had to return them.,Jeans
0,I went on a wild goose chase for these jeans  as they were sold out all around the country. i finally got the last pair from some store in the midwest! they are my favorite pair of jeans  they fit very well. however  for the price  they should not get loose and baggy after 1-2 wears. i hate that they need to be washed and dried so often so that they will fit properly. expensive jeans should not sag. i have abercrombie jeggings for a fraction of the price that never get loose  even after 20 wears,Jeans
0,"Lovely jeans  love the details in the cuff bottoms. the front of the jeans  the relaxed ""boyfriend"" part was just too relaxed for me - too much material there that it was unflattering. otherwise cute.",Jeans
0,"Cute in concept  so large in reality. i am 5'3""  size 24 in jeans. i was swimming in these. i mean the seat is huge and the length of the rise is super long. don't even try if you are a little person. long and lean  yes  would probably look great on you.",Jeans
0,For some reason  the cream colored cords are sheer. the material is quite thin. you can see the pockets through them  as well as the seams. i have other ag cords and it seems the material they are using this go around is substandard. too bad.,Jeans
0,These are really nice pants - color and style are perfect but when i first put them on they seemed like they fit perfectly on me then within 30 minutes they looked 2 sizes too big - they got loose due to the material not being firm or thick enough. i would go down a size for sure. the cons aren't unsolvable so try them out!,Jeans
0,"I have purchased many different styles of pilcro jeans  and have loved them all!!! these  unfortunately i do not like. i think they run large and the fit  just blah. the waist gapped and kinda had a ""mom jean"" look. i felt the quality was also not up to standard for this brand.",Jeans
0,Love pilcro jeans and really hoped these would work for me. lovely soft material (98% cotton/2%  which you don't see often anymore!)  great length  nice medium rise but for me the deal breaker was the lack of belt loops. the braided detail at the waist is a fun design touch  but as someone with a small waist and wider hips  i almost always have to wear a belt with jeans and that's just not possible with these. if you don't usually wear a belt or have a straighter figure  these might work better,Jeans
0,Not for the curvy women. fit in the waist but bunched around the crotch,Jeans
1,I ordered these in the blue size 28p. i am 5' 120 lbs. a size 6p and curvy. the jeans fit very nicely in thigh and hip area (and i don't have skinny thighs). the jean is not a low rise which is what i was looking for. i was looking for a jean that was a little dressier yo wear out to grab a drink or catch a movie. these jeans fit the bill because they give off a polished vibe  especially when paired with a dressier top  blazer  skinny belt and heels. also  i like that the jeans don't have the to,Jeans
1,I have now purchased these pants (online) three times in the ivory. i first ordered them in a 28 as it was the only size available  and i thought that size would fit me in this brand. wrong! i was swimming in them. great pants  but too large in the waist. i kept checking online and they popped back in a 27  which i thought would fit. wrong again! they arrived a couple of days ago  and still they are too large in the waist  but since 27 was the only size available  i thought that i would keep the,Jeans
1,I saw these in the sale section on line and just loved their look. they fit great and have a cute little flare at the bottom. i like the reinforced inside seams which means they will last longer. i've been wearing them with my shorter boots and booties this winter. i have slim legs and they aren't too tight and not too loose. my inseam is a 33 so they may be a tad short on me  but i love them.,Jeans
1,"Ordered my usual size 28 in pilcro jeans but these are on the small side. fit is a little small in the waist area  & don't mean to be crude but the crotch area is on the short side for me. legs fit snug  & i have skinny legs! i'll have size up to a 29. the twisted seam look is really cute. 5'3"" abt 118# - too much ice cream lately.",Jeans
1,"I have a love affair with pilcro and these jeans make my heart throb. i've been stalking these jeans online and tried them on in the store yesterday. i'm 5'9""  curvy  and was concerned that they would make my legs look like tree trunks swathed in denim with miniature cartoon feet protruding from below the hem. not so. they fit like a glove  rested perfectly at my lower calf  hugged around the hips and waist  and flared without looking like church bells. seriously  if you're a cropped pants fan ",Jeans
1,These feel so soft and amazing. i especially love that the length work for me  just a tiny bit long and i am 5'4. i did find that they ran smaller than my pilcro and other jeans.,Jeans
1,I ordered two pairs of the red cords  one my typical size  one a size smaller in case i found that the pants stretched out. they run true to size and have a nice fit with a high(er) rise waist. the color is beautiful. i did not find that the pants stretched out but they do seem to bunch somewhat which may come from the thickness of the material.,Jeans
1,I haven't worn a pair of levis in ages  and had forgotten how great they are. i have recently lost weight and i have to say they are very flattering. i wasn't sure at first how i would ilike the frayed hems  but they are growing on me.,Jeans
1,Ags are the only brand of jeans i wear. they fit beautifully and last forever. i like the slightly higher waist of these angels... very comfortable and flattering  with the perfect amount of stretch.  be warned  unless you're 7 feet tall  you'll probably need to shorten these. typically i buy the angelinas  but they're hard to find nowadays. ag  please don't stop making petites! one more thing... try them on before you cut off the tags. i bought 3 identical pairs and returned one  as the fit was,Jeans
-1,This shirt smelled so bad when i received it (and i am not at all sensitive to smells). is it from the dye?   i tried it on anyway. it is shapeless and nothing special. at almost 80 bucks it is so over priced.,Knits
-1,I love cotton fabric  so i was very excited to find this shirt in gorgeous fall colors. i have the dark red/burnt orange color  and it is pretty. but i have worn the thing once  and today when i put it on again  i found 2 holes on the front of the shirt. so disappointed.,Knits
-1,"Looks beautiful in the photo and the color in person is beautiful but it runs so so large that i think even an extra small would be too large for me. just for comparison  and i wish all reviewers would include this  i am 5'5"" and weigh 120 pounds. i ordered a medium which a small to medium is my usual size but i ordered the medium because i wanted to have room to wear something under it. i could have worn two sweatshirts under this sweater. unfortunately i have returned it.",Knits
-1,First  it's huge. i'm not big busted but it's so roomy that i looked like i was pregnant. not exactly what i was going for. nice color and soft fabric but would only work if you plan to tuck it in--and i'm short waisted so no tucking for me. back it went.,Knits
-1,I was very disappointed by the fit of this top. it is quite short (especially in the back) and very wide. i did not find it flattering. on a positive note  the fabric is nice and thick - very warm layering piece for fall. for sizing reference  i'm 5'5''  122 lbs  and took my usual size xs.,Knits
-1,"When i saw this online i immediately put it on my ""must buy"" list. i hate paying the exorbitant shipping fees retailer charges so i was waiting until i could get to my local store  in the meantime it looks like it has sold out online but i am sure it will be back in stock soon. luckily  my b&m store had it and i am so glad i didn't waste my money or time ordering it online. this could have been great but once again antho missed the mark. what the product shot online doesn't show is that it has dol",Knits
-1,I was very excited to order this top in red xs. so cute  but it was huge  shapeless and support thin! it had to go back. i should've looked at other reviews.,Knits
-1,In a word .. clingy ... and not in good way. long so you need it to flow not cling. liked the back  but front was just too clingy. back it goes.,Knits
-1,I purchased this to wear on the same day. it did have a strong smell ! i tried airing but didn't help much so didn't wear. tags are cut so will probably give a try after washing (by hand  my fault for not checking this part). it is a bit over my price range for a casual top  so hoping i'll end up loving it!,Knits
0,Love the style and fit  but it does stretch out during wear. by the end of the day  it feels big.,Knits
0,This lift weight cardigan is true to size  perfect for fall or spring. colors are quite nice  especially the little pops of orange.,Knits
0,I really liked this top when i saw it online. i went to the store to check the sizes. i am a small or a medium. i tried on the s and the xs. even the xs was huge. unfortunately the xxs is sold out. i don't understand the sizing on this at all. it's a shame because the top itself is very pretty. just be sure you try it on before purchasing.,Knits
0,I loved this top when i saw it online. i was able to go in the store and try it on and sadly  it is not the top for me. if you have a large chest  then this top will gather at your cleavage and give an awful appearance. the fabric falls in and even the sales associate agreed that it was unsightly. if i were an a or b  this probably would have worked. i should have known to stay away from a pleated top.,Knits
0,I bought this top online in the stripes/ivory lace. fits great and is beautiful quality. (i usually wear small/size 4 in tops and the small was perfect). however  i found that the ivory lace detail on the bottom sides gave me a saddlebag effect. not good. sadly it's going back.,Knits
0,"I love the peplum tanks that retailer puts out  but sadly this one did not work for me. the print is vibrant and the colors are even brighter in person  the the material made it look cheap. the fit in the bust was off - i felt that it cut too much into the bra area. and the poof part of the peplum hit me at a weird spot on my torso. really wanted it to work  but maybe it would look better on someone more slender/taller than me (for reference i'm 4'10"" and usually wear size l in retailer)",Knits
0,I don't have a lot of pink or lavender in my wardrobe  but any time i do try a shade like this on i always think it compliments my skin tone and hair color. i generally wear a mauve-ish or coppery eye shadow and the color of this shirt looks beautiful against that makeup too. unfortunately  i just don't find the shape of the top to be flattering. it's really long  so the way the model has it partially tucked looks best but i'm not really thin like her and i have a larger chest... it just doesn't,Knits
0,If you like looking like a giant square and hide things this is the way to go. for me  it completely irradiates my shape  including my neck. this will be returned.,Knits
0,This is quite large for akemi & kin i typically wear a medium but will be returning for a smaller size.print and flow of top are stunning.,Knits
1,Lovely holiday blouse  flows at the bottom but doesn't bell out like some tunic blouses. the arms aren't cut in to much and i found that flattering to my shoulders the velvet and trim is strong and solid while the bottom half has a sweet little polka dot finish. charming and romantic.,Knits
1,This is a gorgeous flowy top. i paired it with a pair of army green pants and have received a ton of compliments. you can dress this top up for a night out or for work  or style it for a fun evening out. you will be very pleased with this top.,Knits
1,I received this top in my normal xxsp size and it fits perfect. it's roomy so i'm glad i went with the smallest size. the color states pink but it's really between a red and raspberry so it's better looking than pictured. as with most off the shoulder tops  if you raise your hands it slips up  but it actually looks good that way too and forms a square around the neck that appears like that's the natural design. overall  great value  light and flowy  plus the fabric is a soft linen so it breathes,Knits
1,I can wear this top with jeans or a business suit. the cowl neck is the best part. it gives this garment a little pop. yesterday i combined it with a black business suit and white pearls. i had so many compliments!,Knits
1,This top is adorable  but is shorter than the 27 inches they say. i bought an xxs and mine measures 22 inches in the front and 19 inches in the back. still cute if u don't mind shorter tops..,Knits
1,If you like a slightly heavier  non/clingy basic tee  this is it. i wore the long sleeved version all fall and winter  rotating colors  and i've been wearing these with shorts and leggings since i got them. the colors are great  fabric is quality  and the ribbon detail in the back gives these a little flare.,Knits
1,Cute sweatshirt with fun print. i bought it using retailer discount  and probably would not have paid full price for it. embroidery is a nice touch. i ordered an xs  which fits fine  but the overall design of the shirt is a little short and boxy. i did not realize until it arrived that the back of the shirt is a v neck. it's not a deep v  but it feels a little odd at first.,Knits
1,Beautiful blouse  very flattering! if you run larger in the bust you might want to select one size larger than you usually wear.,Knits
1,Love this top  you can really fess up  i ordered in a small i am 5 7 and 154 pounds,Knits
-1,The material is very nice. not flimsy at all which is nice. the problem was the fit around the arms. i am a petite person with a small chest but it still didn't cover me bra. i'll be returning it.,Layering
-1,"This shirt fits very closely to the body. it has a very strange fit in the shoulder  though. the arms themselves are really long  far past my hands  yet it's very tight in the shoulder and under arm area. for reference  i am 5'10""  130 pounds and ordered a small  which is what i usually need.",Layering
-1,Doesn't feel like cotton jersey. feels like a thin version of the seamless cami. it's not soft as i expected. it's much thinner than expected too.,Layering
-1,Very poorly made- wide and short  very unflattering. the material is advertised as cotton  but it felt very synthetic.,Layering
-1,This top fit perfectly but too much of my bra was showing through the black lace. it would be a great top to use as loungewear  though.,Layering
-1,Wow! this sure is close fitting  as in suction cups to your body! yikes  definitely not forgiving for those of us with curves. to me  it seems like the material will wear well. i bought this for a great sales price so i may keep it  not sure. it would work fine as a layering piece but if i gain even 5 lbs  it won't work. i ordered the medium and am usually a small. the large might have worked best but probably still pretty clingy. i do recommend this if you are thin with no problem areas.,Layering
-1,I love this tank  it is so comfortable but it does have its flaws. it rolls up every time i walk or do anything  it becomes very bothersome.,Layering
-1,I wore this bodysuit once. it had a hole under the arm when i took it off,Layering
-1,This top is beautiful - even more so in person. however  like a previous reviewer  the fit is very boxy. there is so much excess fabric that poofs out on the sides that you can't see in the photos due to the model's cardigan and arms. if this top had been a bit longer and more fitted  without all the excess fabric at the bottom  it would have been perfect. again  the color  the lace  the fabric and the pleating is all gorgeous. would love it if the designer took this into consideration and came,Layering
0,I was looking for an undergarment and this is more of a nightgown. if it came in a solid color then i'd probably buy it. i usually wear a small and this was a tad too tight. on the upside  the fabric was soft and lightweight.,Layering
0,I love the way the mock neck style looks  but the shirt is cut very small. i realize it's supposed to stretch  but it's still very  very tight on  particularly in the shoulder area. if you like the style  i'd recommend sizing up.,Layering
0,"This spandex top  in my opinion  is workout wear. it is not the tank i expected to receive  but my bad. it is super stretchy tank like most folks use with leggings or workout shorts. it does seem small but perhaps due to the kind of tank it is  it should fit like this. 5' 5"" 142 lbs medium is skin tight. color is nice but  as i wanted a tank to wear with skirts or jeans and this is not what i had envisioned-it has to go back to retailer. quality seems fair.",Layering
0,This seemed to run a little bit small on me... more form fitting than on the model in the photo. also  it's thin. i'd be sold on it for sure if it were just a little longer too because i like the almost-lingerie-like look. the lace applique is pretty  and if you purchase it for that  then it really shows up better on the two lighter colors - it really gets lost all in black.,Layering
0,I love the wide straps but it runs small and is short. still great for layering. great  soft material. i hate that it is so tight and short but if i size up them the arm holes would be way too big.,Layering
0,I nearly always wear a size small  and sometimes even a small is too large. not in this case; this top is extremely snug. i would not be able to wear this  and i would've returned for a larger size but the ivory color was a little too yellow for me. in the online photo. the color is more of an off-white than ivory yellow. i'm guessing also that this fabric may not stand the test of time and easily snag. but that's just conjecture.,Layering
0,I loved this when i got it. it has such a flattering fit! slightly loose in the body  but not flowy. nice weight of fabric. comfortable fabric. perfect scoop neck that doesn't show too much cleavage. but i washed it once on delicate and line dried (which i do with most of my shirts) and it came out riddled in holes.,Layering
0,So comfortable and soft but starting pilling after one wear! sending back.,Layering
0,"I like this shirt  as in general i prefer more form-fitting and less flowy shirts. however  after washing the shirt and hanging dry it has shrunk to be too short to wear with even mid-rise jeans. so: good if you don't like long t-shirts  bad if you are tall  like me (5'8"") and don't want to wear a crop top.",Layering
1,I purchased the turquoise in a petite- xs. normally items at retailer run on the larger side and this shirt fit just right (i am 4ft 11inches and 100lbs). the material was a little on the lite side which makes a great summer fit  but it is a bit weak (so it can tear easily). it looks great with all types of skirts and jeans. i just wish retailer would sell more of the petite sizes. i went back in to buy more in other colors and they are sold out already!,Layering
1,This is a cute top. not perfectly made  a little boxy  but also not a crop top on me (5'5). it looks cute with high waisted jeans.,Layering
1,Great material  and i like the idea of a scoop / v neck combination. but the hem rolls up  making it impossible to wear not tucked in to pants or a skirt (and even there it's a little bulky). it's possible that ordering a size up would fix the problem.,Layering
1,These t-shirts by pure + good are buttery soft and so flattering. they are just loose enough to drape beautifully and the detailing at the neckline takes them just a step above basic tee. i have 2 from last year  machine washed many many times (on delicate cycle) and they still look almost new. i was hoping to pick up a couple more but they're gone! please retailer  bring these tees back!! i would kill for that beautiful dark blue...,Layering
1,I love camisoles like this  and retailer always has great ones! it has a nice length  so the lace detail can show underneath a jacket or shorter cardigan. it's fitted  but not tight.,Layering
1,Actually you would think just another tshirt but actually with the wide straps it changes it up enough to really be cute.  i like the look it adds.  i really want to get more colors.   i normally wear everything from retailer in small   and even though this fit it was small for a small.  i will keep it but i think i will buy others in medium.,Layering
1,A lovely  soft material with a subtle aqua pattern. i'm very fussy about seams that fit my waist  and this one fit perfectly.,Layering
1,I have these in many different colors  some with stripes. very versatile and i wear them all year around.holds well through the washing. love these tank top.,Layering
1,It's lightweight  soft  & slinky  unike the average t-shirt. the slinkiness makes it skim the body nicely.,Layering
-1,I wanted to love these  they are cute and warm - but they have absolutely no elasticity. i'm so mad at myself for not reading the reviews because i ended up wasting money on shipping 2 pairs of leggings that i ultimately took right back to the store.,Legwear
-1,So wanted great pair of sweater leggings...great for running errands and keeping the outfit simple. these are not that. these fit very poorly...i ordered the small  which is more like a large one in the waistline...there is nothing to hold these up and i could fit two of me in them. unfortunately  i thought all would be fine and i discarded the receipt and have worn them a few times~,Legwear
-1,I was not a fan of these leggings. these were very unflattering. i could see that after wearing these all day they could start stretch out. i just didn't feel like they would hold up for even one season.,Legwear
-1,I bought the black and gray fleece lined leggings. i thought the price was great. too good to be true. you get what you pay for. once i opened the box they smelled awful. it was a chemical smell. i washed the black pair twice and it was a little better. i have washed the gray 5 times and it still smells.,Legwear
-1,These could barely fit over my calf and did not even broach my knee. i have big calves but i am otherwise i slim and normal sized woman. these are way too tight and narrow to enjoy or to get much use out of.,Legwear
-1,Super itchy! had to return.,Legwear
-1,These socks were very thin and the elastic at the top was very rigid. i could not get these socks to go any higher than half-way up my calf. i would not recommend this product. it felt very cheap and not of good quality.,Legwear
-1,Good quality fabric and structure but the mix media details and lines make them seem more like jodphurs than leggings. it's hard to see where i would wear them ... sorry but they have to go back.,Legwear
-1,Adorable foxes  i was smitten in the store but the fix is bizarre and the foxes don't come up very high so you're limited in the length you can wear. i bought the m/l based on salesperson advice and i can't imagine trying anything smaller  i usually wear a size s or 4 bottom  these were super snug. back to the store they went.,Legwear
0,I love the fabric and design of these leggings  but unfortunately they ran way to big up top. they literally fall down.,Legwear
0,I've never owned sweater leggings before so these were my first. i had to order large because well i have some junk in the trunk (am 10/12 on bottom and 8 on top). these are a teeny bit scratchy but i'm hoping with a wash they'll soften up--but they're really loose too so i'm also hoping they'll shrink a teensy bit.,Legwear
0,These are very cute leggings. i love the ribbed bottoms. as far as design and comfort  they are a five. but after only two wearings  they are pilling like crazy and look shabby. i'm very happy i only paid $23 for them. if i paid full price  i'd be more upset.,Legwear
0,I have bought other leggings at retailer and they were fine. these run small. i have to return.,Legwear
0,I wanted to love these  but they're so tight around the top. my legs are normal size and i couldn't get them above my knee. the top isn't stretchy...it has a string that keeps it from expanding. they are so very cute  but unfortunately must go back for me.,Legwear
0,I really like the look of these socks  and have become obsessed we over-the-knee socks for winter this year. they are very tick which is nice for keeping warm and for durability for a long lasting product. my only complaint is that they are very difficult to get over the knee. this can be a great thing  because they certainly do stay put-which is a huge problem with over-the-knee socks. however  by the end of the day i was pretty sure i was going to lose a leg from poor circulation.  i am still,Legwear
0,I recommend with reservations. these leggings are 100% wool  soft  not itchy  light weight  lovely knitted pattern. they run large. i sized down to a small. the first time i wore them they were fine. but the second time the waist stretched out and was useless: they were falling down as i walked. such a shame because everything else about them is perfect for cold winter days. they even fit under my silk skirt and would make other lighter garments wearable in winter. so what to do? at the price th,Legwear
0,"I'm a size 28 jeans 5'9 with a bubble bottom. these were falling off of me around the hips. these are warm. i was expecting them to not be sheer since they are fleece lined but when i sat down i was shocked to notice it. it doesn't matter functionality wise because i never felt a ""draft."" they look good and are well made but i will be returning due to the lack of fit.",Legwear
0,I love these leggings - they look and feel great  but i can't wear them out of the house! there is no elastic in the waistband  so they are constantly falling down. i won't dare wear them out  for fear they will fall down when i walk across the street. everything else about the leggings is exactly what i was looking for: style  comfort  and warmth. they are great for curling up to read a good book in front of the fire; not for doing anything active.,Legwear
1,I purchased this sock in another print before and wear them all the time. i was happy to see a new pair on the website and purchased them again! these liner socks actually stay on my feet... others brands i've tried before slip off my heel  but these stay hidden and stay put. plus a fun design!,Legwear
1,I just go these socks in one of my beauty boxes!!! there is nothing like a new pair of socks. they feel amazing no matter what you do. these are ultra soft and in-line with other slipper socks i have tried with the grippies on the bottom. i like the color black style (actually  i like all the new styles at retailer right now)  and i didn't think i would like the higher tabs in the back but it turns out i love them to make sure the sock is covering my whole ankle when i put my shoes on. the,Legwear
1,I'd describe these as a hybrid pant/legging. they are very comfortable flattering  and versatile. i got the large because medium was sold out  but they fit nice  not super tight.,Legwear
1,Lovely socks  great color  stitched well  a little thin,Legwear
1,I've been looking for the right leggings that are of good quality  thick enough to feel appropriately covered  and a good price point - these are those leggings! need more!,Legwear
1,Sweet leg warmers that are fun and cute too! kept me warm when out in this frosty morning!,Legwear
1,Absolutely love these leggings - warm  comfortable - great way to relax after a long day? snuggle up in these...do stretch even longer after a while  but wash and wear again is easy - even wear out of the house...bought in green and love how well they go with sweaters  shirts  etc. -,Legwear
1,I love these cozy  fashionable leggings. they are super flattering and thick enough to wear to yoga or out and about in the real world. i will definitely be getting another pair! they seem true to size. i am tall (5'11) and usually wear a lg.,Legwear
1,Unique pattern. got lots of compliments! great fall accessory!,Legwear
-1,Disappointed :-( this top has a boxy shape and looked like a mini moo moo on me. i have a similar shape as the model and it looked nothing like that on me. bummer! i liked the quality and weight (not too heavy nor too light) but shape is unflattering. it's going back.,Lounge
-1,I would really like this dress if the material were a little thicker. it's really thin so you can see my nipples straight through the dress. you can't wear a bra with it because it is backless so i don't understand how you are supposed to wear this outside of the house.,Lounge
-1,I've been wearing this very comfortable and cute coat for 2 weeks. it is already tearing at the seams somehow. the quality of this is very poor.,Lounge
-1,I purchased this in the yellow xs. it is very comfortable  but extremely see-through. you'd have to wear a slip or something underneath it  but i'm not sure what would work based on the style  and even if i wore a strapless bra it was still see-through. unfortunately i had to return it.,Lounge
-1,I loved this dress from the moment i tried it on. so flattering to my postpartum body without being a huge tent. soft fabric  and for a white/lightly striped dress  not sheer. i'm bummed because after washing only twice (followed the instructions to wash) on gentle cycle and low tumble dry  holes started appearing everywhere  both on the cream ribbed hem in the front bottom and all across the chest  in the white part of the fabric only (it looks like the black stripes are holding the holes toget,Lounge
-1,I was so excited to try these on at my local retailer. i'm so glad i did before i ordered them online because i found the fit to be totally off. the pants bulged around my hips and looked very awkward. they were also not as soft as i expected them to be.,Lounge
-1,These pants looked worn  washed & old looking when i received them! the quality is super thin cotton as if it's been washed a million times & is about to fall apart! the workmanship is terrible. you can see loose stitching all over. the top portion is too tight & looks terrible stretched out. i liked absolutely nothing about this pants except the idea of them from the picture online...,Lounge
-1,I normally wear a medium with these types of fabrics but this one was oddly proportioned on me. the skirt was also not very flattering to my hourglass figure  but it at least fit well. the top was baggy and gaped at the armpits as stated by others. i really wanted to like this dress but it made me look 20 pounds heavier even in the places it looked too big on me. i could have tried going with a small but the skirt would have then been too short.,Lounge
-1,I love the look of this dress but it runs very large. i am 5'2 110lbs. i ordered the extra small on sale & got a killer deal on it. i intended to use it as a beach cover up since it's sheer  but when i tried it on i felt like i was wearing a mumu. even for the price & for the beach i am going to return it. i'm sad because it is a beautiful cover-up and for what it is i think the quality is good.,Lounge
0,I'm writing this to warn others that these run small. i ordered my usual small and then because of the elastic waist i also ordered the medium. neither size fit me. even the medium was not only too tight in the elastic to be worn at the hip as shown  but too short waisted to be worn at the waist. they are generally smaller everywhere  which just seems wrong in this style pant. also  take note  these are slit up the side  which i could not see in the photo. it's not a high slit  but still  does c,Lounge
0,This sweater is fine for the casual days. i bought this in cream and i have to say after one wash it looks old. i'm a huge retailer lover and buy a lot of clothes from them. this is just not the best quality and looks tired after a few wears. very soft  but poor material. not my favorite purchase.,Lounge
0,This dress had a nice silhouette  but the armholes were cut a bit wide and made it look sloppy- too bad - it would've made a nice casual dress!,Lounge
0,"I tried this on in white and considered whether or not i wanted ""just another cover-up"". in the final analysis  even at $35 (30% off 49.99)  it just hung there. if that's what you're after  then this is for you.",Lounge
0,I wanted to love this dress--a throw-on-and-go outfit that was casual enough with sneakers for errands but stylish enough with dressy sandals for a brunch date--but didn't for a couple of reasons.    first  it is way too short for me  especially on the sides because of the war the ruffled bottom lay  to wear as a dress. it was more tunic length- but i wouldn't want to wear pants underneath because it would take away from the overall aesthetic. also  the ruffled sleeves give me unwanted volume th,Lounge
